地區,餐廳名稱,餐廳地址,query,place_id,matched_name,matched_address,status,,URL,,,,,,,,,,,,,,,,
台北,純淨廚房,台北市信義區光復南路587號,純淨廚房 台北市信義區光復南路587號,ChIJr4aZFkmrQjQRaCpmA6mJsGo,Find Alley,"No. 587號, Guangfu S Rd, Xinyi District, Taipei City, Taiwan 110",OK,,https://s.openrice.com/cHRSm02KB8400,,,,,,,,,,,,,,,,
台北,GiliGili KOREA BBQ&wine韓國釜山餐酒館,台北市中山區天津街16號,GiliGili KOREA BBQ&wine韓國釜山餐酒館 台北市中山區天津街16號,ChIJ30DoS26pQjQRNxLXPpiA4vs,GiLiGiLi,"104, Taiwan, Taipei City, Zhongshan District, Tianjin St, 16號一樓",OK,,https://s.openrice.com/cHRSm024hu600,,,,,,,,,,,,,,,,
新北/基隆,mr. agave龍舌蘭蜜甜點工作室,新北市三重區永安北路二段171號,mr. agave龍舌蘭蜜甜點工作室 新北市三重區永安北路二段171號,ChIJE4EmcHyrQjQRm0NHLetLfN8,mr.agave龍舌蘭蜜甜點工作室（敬請預訂）,"Bali District, New Taipei City, Taiwan 249",OK,,https://s.openrice.com/cHRSmG2PDe700,,,,,,,,,,,,,,,,
新北/基隆,哈帕時尚鍋物,新北市三重區仁愛街42-1號,哈帕時尚鍋物 新北市三重區仁愛街42-1號,ChIJ0YNFFRypQjQRH50FeO8sX-8,哈帕時尚鍋物,"No. 42-1號, Ren'ai St, Sanchong District, New Taipei City, Taiwan 241",OK,,https://s.openrice.com/cHRSmG2tkC700,,,,,,,,,,,,,,,,
台北,好食,台北市松山區敦化北路60巷21號1樓,好食 台北市松山區敦化北路60巷21號1樓,ChIJh2u_Wt2rQjQRzFNi7aa3RO4,Mangia Bene,"105, Taiwan, Taipei City, Songshan District, Alley 4, Lane 12, Section 3, Bade Rd, 5之1號號1樓",OK,,https://s.openrice.com/cHRSm02Pz83W0,,,,,,,,,,,,,,,,
台北,Huki富氣水產 - 丼飯/刺身/生猛海鮮居酒屋,台北市中山區遼寧街57號,Huki富氣水產 - 丼飯/刺身/生猛海鮮居酒屋 台北市中山區遼寧街57號,ChIJux9u0UyrQjQRI9aM2mdz6Ao,富氣 居酒屋 /現流海鮮,"No. 57號, Liaoning St, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm02y6a3W0,,,,,,,,,,,,,,,,
台北,東京時光居酒屋,104台北市中山區民權西路10巷2-1號,東京時光居酒屋 104台北市中山區民權西路10巷2-1號,ChIJ_emWmkOpQjQRMygo8DokAOQ,東京時光日式居酒屋,"No. 2-1, Lane 10, Minquan W Rd, Zhongshan District, Taipei City, Taiwan 10491",OK,,https://s.openrice.com/cHRSm02Sz83W0,,,,,,,,,,,,,,,,
台北,天菜Tien Food,台北市信義區忠孝東路四段559巷12號,天菜Tien Food 台北市信義區忠孝東路四段559巷12號,ChIJ1_94d-SrQjQR5qYht9VAw3A,TienFood,"No. 9號, Lane 62, Yanji St, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02UUG700,,,,,,,,,,,,,,,,
新北/基隆,火鍋很忙,新北市汐止區大同路二段563號,火鍋很忙 新北市汐止區大同路二段563號,ChIJ50XLWGJTXTQRVOAYBfeYZHQ,火鍋很忙 汐止大同店,"No. 563號, Section 2, Datong Rd, Xizhi District, New Taipei City, Taiwan 221",OK,,https://s.openrice.com/cHRSmG2uRe700,,,,,,,,,,,,,,,,
台北,川楓酒食館,中山區雙城街18巷13號,川楓酒食館 中山區雙城街18巷13號,ChIJuxEFRlirQjQRyvwIXzXAxgo,Izakaya,"No. 13號, Lane 18, Shuangcheng St, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm02c3a700,,,,,,,,,,,,,,,,
新北/基隆,認真串酒館,220新北市板橋區縣民大道1段96之1號,認真串酒館 220新北市板橋區縣民大道1段96之1號,ChIJ482xUZIDaDQRWZNczGBHz9w,Serious Bistro,"No. 96-1號, Section 1, Xianmin Blvd, Banqiao District, New Taipei City, Taiwan 220",OK,,https://s.openrice.com/cHRSmG2dkK700,,,,,,,,,,,,,,,,
新北/基隆,Chapter One 第一章,臺北市文山區興隆路4段105巷54號,Chapter One 第一章 臺北市文山區興隆路4段105巷54號,ChIJZyGxAAcBaDQRdy94sRw7gKk,Chapter One 第一章‧葡萄酒,"No. 30號, Zhonghua Rd, Xindian District, New Taipei City, Taiwan 231",OK,,https://s.openrice.com/cHRSmG2bUK700,,,,,,,,,,,,,,,,
台北,ED's Diner美式BBQ燒烤餐館,台北市中山區樂群二路216號,ED's Diner美式BBQ燒烤餐館 台北市中山區樂群二路216號,ChIJdXWQrXKsQjQR05S48iO9x2s,ED's Diner美式BBQ燒烤餐館 Est. 2011,"No. 216號, Lequn 2nd Rd, Zhongshan District, Taipei City, Taiwan 10491",OK,,https://s.openrice.com/cHRSm02SAS400,,,,,,,,,,,,,,,,
台北,Salotto 19,台北市松山區民權東路三段106巷3弄51號1樓,Salotto 19 台北市松山區民權東路三段106巷3弄51號1樓,ChIJk2mzTOarQjQRlfr-FYRZZLM,Salotto 客廳,"No. 51號, Alley 3, Lane 106, Section 3, Minquan E Rd, Songshan District, Taipei City, Taiwan 105",OK,,https://s.openrice.com/cHRSm028zC3W0,,,,,,,,,,,,,,,,
台北,大烹小饌,台北市松山區八德路四段279號,大烹小饌 台北市松山區八德路四段279號,ChIJb8PqPa2rQjQRFccELUVuSlo,大烹小饌 福客粥,"No. 229號, Section 4, Bade Rd, Songshan District, Taipei City, Taiwan 105",OK,,https://s.openrice.com/cHRSm02iUO700,,,,,,,,,,,,,,,,
台中,Warehouse 餐酒倉庫,中清路一段146號,Warehouse 餐酒倉庫 中清路一段146號,ChIJBx6kAd89aTQRE5rKgKxFqjk,WAREHOUSE倉庫餐酒吧,"No. 146號, Section 1, Zhongqing Rd, North District, Taichung City, Taiwan 404",OK,,https://s.openrice.com/cHRSmW2qeS300,,,,,,,,,,,,,,,,
台北,三隻小豬熱炒,110台北市信義區松隆路22號,三隻小豬熱炒 110台北市信義區松隆路22號,ChIJi39lQLyrQjQRNG5HjBT6n3Y,三隻小豬熱炒100,"No. 22號, Songlong Rd, Xinyi District, Taipei City, Taiwan 110",OK,,https://s.openrice.com/cHRSm021IC000,,,,,,,,,,,,,,,,
台北,尬聊夫婦餐酒館,106台北市大安區大安路一段51巷34號,尬聊夫婦餐酒館 106台北市大安區大安路一段51巷34號,ChIJfVs0tjGrQjQRRQME5BOB9Tk,尬聊夫婦 餐酒館,"No. 34號, Lane 51, Section 1, Da'an Rd, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02UEa700,,,,,,,,,,,,,,,,
新北/基隆,鶴亭屋,新北市永和區永貞路185號,鶴亭屋 新北市永和區永貞路185號,ChIJxYOnmSWpQjQREXmtQ92zyWI,鶴亭屋,"No. 185號, Yongzhen Rd, Yonghe District, New Taipei City, Taiwan 234",OK,,https://s.openrice.com/cHRSmG2WUa700,,,,,,,,,,,,,,,,
台北,獨樂清酒食堂,台北市大同區重慶北路一段1號2樓,獨樂清酒食堂 台北市大同區重慶北路一段1號2樓,ChIJo6sqrhKpQjQRqrRHiLjMxdE,獨樂 DoSake Bistro (2樓的清酒吧）l 風之森大使店 l 不限時餐酒館,"103, Taiwan, Taipei City, Datong District, Section 1, Chongqing N Rd, 1號2樓",OK,,https://s.openrice.com/cHRSm02dzI3W0,,,,,,,,,,,,,,,,
台北,回家 Love Home,台北市信義區中坡北路13號,回家 Love Home 台北市信義區中坡北路13號,ChIJMeYoLmerQjQRJh-QJ7z0QWU,Love HoMe,"No. 13號, Zhongpo N Rd, Xinyi District, Taipei City, Taiwan 110",OK,,https://s.openrice.com/cHRSm02eka700,,,,,,,,,,,,,,,,
台北,有間小館,105台北市松山區寶清街26號,有間小館 105台北市松山區寶清街26號,ChIJK5GmlHyrQjQRPNKNdgjHRhU,有間小館,"No. 26號, Baoqing St, Songshan District, Taipei City, Taiwan 105",OK,,https://s.openrice.com/cHRSm02CEe700,,,,,,,,,,,,,,,,
台北,城shiro日式和牛燒肉,104台北市中山區雙城街3-1號,城shiro日式和牛燒肉 104台北市中山區雙城街3-1號,ChIJO4rsvCSpQjQRtSguj9xSHcM,城SHIRO日式和牛燒肉,"No. 3-1號, Shuangcheng St, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm02xke700,,,,,,,,,,,,,,,,
台北,大樹先生的家 台北古亭店,台北市大安區潮州街38號,大樹先生的家 台北古亭店 台北市大安區潮州街38號,ChIJaSZ-CpupQjQRaqvVbaJ4FaM,Mr.Tree,"No. 38號, Chaozhou St, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02QCm400,,,,,,,,,,,,,,,,
台中,大樹先生的家 台中崇德店,台中市北區崇德路一段212號,大樹先生的家 台中崇德店 台中市北區崇德路一段212號,ChIJYUc2pWE9aTQRBI7YRs-dJIY,大樹先生親子餐廳,"No. 212號, Section 1, Chongde Rd, North District, Taichung City, Taiwan 404",OK,,https://s.openrice.com/cHRSmW2wWW600,,,,,,,,,,,,,,,,
新北/基隆,串處隱家,234新北市永和區中正路368巷10弄6號,串處隱家 234新北市永和區中正路368巷10弄6號,ChIJAT3UzeapQjQRpZk_5oLgdDQ,串処隠れ家/串處隱家,"No. 6號, Alley 10, Lane 368, Zhongzheng Rd, Yonghe District, New Taipei City, Taiwan 234",OK,,https://s.openrice.com/cHRSmG2Z18600,,,,,,,,,,,,,,,,
台北,汰汰熱情酒場,台北市中山區合江街100巷23號B1,汰汰熱情酒場 台北市中山區合江街100巷23號B1,ChIJM5GYCXmrQjQRMkWE9SdrTCU,【汰汰熱情酒場 (巿府店)】泰式料理｜信義美食｜信義餐酒館｜異國料理 restaurants,"No. 7號, Alley 5, Lane 147, Section 1, Jilong Rd, Xinyi District, Taipei City, Taiwan 110",OK,,https://s.openrice.com/cHRSm02wCa700,,,,,,,,,,,,,,,,
台北,芳朵法式麻辣鍋,臺北市松山區光復北路98號2樓,芳朵法式麻辣鍋 臺北市松山區光復北路98號2樓,ChIJ6dds7zarQjQRRbOIzfP9_WI,沐澄螺螄粉鴛鴦鍋 l台北人氣火鍋l螺螄粉火鍋l必吃美食l特色火鍋l日曆點餐l招待所火鍋KTV,"105, Taiwan, Taipei City, Songshan District, Guangfu N Rd, 98號2樓",OK,,https://s.openrice.com/cHRSm02jUu700,,,,,,,,,,,,,,,,
台北,吾皇大大,104台北市中山區中山北路二段6號3F,吾皇大大 104台北市中山區中山北路二段6號3F,ChIJlXqQA2mpQjQRBwJxnKmq3Ek,Wulao Hotpot Taipei Zhongshan Branch,"No. 36之1號, Section 2, Zhongshan N Rd, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm02CV0700,,,,,,,,,,,,,,,,
新北/基隆,食研金花弄,新北市中和區連城路256之1號,食研金花弄 新北市中和區連城路256之1號,ChIJ53G5dOADaDQRdtMwx16OqYg,食研｜金花弄,"No. 256-1號, Liancheng Rd, Zhonghe District, New Taipei City, Taiwan 235",OK,,https://s.openrice.com/cHRSmG2KzY3W0,,,,,,,,,,,,,,,,
新北/基隆,樹男咖啡,新北市淡水區民生路52巷8號1樓,樹男咖啡 新北市淡水區民生路52巷8號1樓,ChIJ30tf5MOvQjQRf7WYoW2MONA,j.a.s.t.我們這一家咖啡簡餐,"No. 8號, Lane 52, Minsheng Rd, Tamsui District, New Taipei City, Taiwan 251",OK,,https://s.openrice.com/cHRSmG2BzM2W0,,,,,,,,,,,,,,,,
台北,晴天廚房,台北市中正區寧波東街11之2號,晴天廚房 台北市中正區寧波東街11之2號,ChIJmwpiaz6pQjQRYyvkztdE-tA,晴天廚房,"No. 11-2號, Ningbo E St, Zhongzheng District, Taipei City, Taiwan 100",OK,,https://s.openrice.com/cHRSmW2gO8300,,,,,,,,,,,,,,,,
台北,鍋吉拉,台北市南港區興中路38號1樓,鍋吉拉 台北市南港區興中路38號1樓,ChIJbVIN_g-rQjQRWSrqqFc1PMY,鍋吉拉,"No. 38號, Xingzhong Rd, Nangang District, Taipei City, Taiwan 115",OK,,https://s.openrice.com/cHRSm02PVC700,,,,,,,,,,,,,,,,
新北/基隆,朝食x夕食,新北市三重區忠孝路一段77號1樓,朝食x夕食 新北市三重區忠孝路一段77號1樓,ChIJaXoQAtWpQjQRGS2teRRlWqk,朝食x夕食,"241, Taiwan, New Taipei City, Sanchong District, Section 1, Zhongxiao Rd, 77號1樓",OK,,https://s.openrice.com/cHRSmG2GzO3W0,,,,,,,,,,,,,,,,
新北/基隆,小川鍋物,251新北市淡水區馬偕街2號,小川鍋物 251新北市淡水區馬偕街2號,ChIJiZ8U2a66QjQRFTEk__DkYeo,小川鍋物 淡水店 - 人氣日式火鍋推薦 必吃頂級海鮮和牛精緻套餐 網友ptt首選養身湯底菜盤 公司聚餐家庭朋友聚會 老街美食餐廳,"No. 2號, Mackay St, Tamsui District, New Taipei City, Taiwan 251",OK,,https://s.openrice.com/cHRSmG2gbq700~uN1bRKQ,,,,,,,,,,,,,,,,
台北,小川鍋物 信義店,信義區松高路19號B2,小川鍋物 信義店 信義區松高路19號B2,ChIJ35U-tgarQjQRMqwSHnHaTSY,小川鍋物 信義店,"110, Taiwan, Taipei City, Xinyi District, Songgao Rd, 19號Ｂ２",OK,,https://s.openrice.com/cHRSm02ZBO700~uN1bRKQ,,,,,,,,,,,,,,,,
台北,王鍋物新京都風味鍋物 一間店一張發票,大安區光復南路280巷43號,王鍋物新京都風味鍋物 一間店一張發票 大安區光復南路280巷43號,ChIJfdo8a4epQjQRKxza0sGC28Y,撈王鍋物料理 新莊宏匯店（6樓）,"24250, Taiwan, New Taipei City, Xinzhuang District, Section 4, New Taipei Blvd, 3號6樓",OK,,https://s.openrice.com/cHRSm02ylS3W0,,,,,,,,,,,,,,,,
桃園,晴娃娃輕食咖啡早午餐,桃園市中壢區復華街218號,晴娃娃輕食咖啡早午餐 桃園市中壢區復華街218號,ChIJh_52TfYhaDQR9RR8JIfIB2g,晴娃娃輕食咖啡早午餐,"No. 218號, Fuhua St, Zhongli District, Taoyuan City, Taiwan 320",OK,,https://s.openrice.com/cHRSnG2Xg0700,,,,,,,,,,,,,,,,
台北,小田食光,臺北市中山區中山北路2段27巷3之3號,小田食光 臺北市中山區中山北路2段27巷3之3號,ChIJ7xoii2ipQjQR_WVuI-pD7mc,FIELD 小田食光,"No. 3-3號, Lane 27, Section 2, Zhongshan N Rd, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm02VV4600,,,,,,,,,,,,,,,,
新北/基隆,赤野居酒屋板橋店,220新北市板橋區國光路174號,赤野居酒屋板橋店 220新北市板橋區國光路174號,ChIJu5vMWAupQjQRllCQhrhbtnQ,赤野居酒屋板橋國光店,"No. 174號, Guoguang Rd, Banqiao District, New Taipei City, Taiwan 220",OK,,https://s.openrice.com/cHRSmG2z963W0,,,,,,,,,,,,,,,,
新北/基隆,蒲公英小築,231新北市新店區新店路126號,蒲公英小築 231新北市新店區新店路126號,ChIJoSObY4cBaDQRM37UN8qiZhU,蒲公英小築 咖啡店☕🍵 (寵物友善）🐈🐈,"No. 126號, Xindian Rd, Xindian District, New Taipei City, Taiwan 231",OK,,https://s.openrice.com/cHRSmG2pG4800,,,,,,,,,,,,,,,,
台北,Settle Taipei餐酒館,106台北市大安區新生南路一段103巷24-1號2F,Settle Taipei餐酒館 106台北市大安區新生南路一段103巷24-1號2F,ChIJk4jCMEurQjQR3vnyZGQDQrY,Cozy Taipei餐酒館,"106, Taiwan, Taipei City, Da’an District, Lane 190, Section 1, Dunhua S Rd, 17號1樓19號2樓",OK,,https://s.openrice.com/cHRSm02qm4800,,,,,,,,,,,,,,,,
新北/基隆,稻邸二店 一間店一張發票,新莊區中正路510號,稻邸二店 一間店一張發票 新莊區中正路510號,ChIJC5v3WaapQjQR7-Pb6CAyHgw,大稻埕貴賓 寵物友善餐廳 standard poodle coffee,"No. 302號, Section 1, Dihua St, Datong District, Taipei City, Taiwan 103",OK,,https://s.openrice.com/cHRSmG2t04800,,,,,,,,,,,,,,,,
台北,Lebeer精緻啤酒餐酒館,103台北市大同區迪化街一段244號1樓,Lebeer精緻啤酒餐酒館 103台北市大同區迪化街一段244號1樓,ChIJ2x4b1GmrQjQRukd8iZLakA8,Lebeer東區精釀餐酒館,"No. 50號, Lane 190, Section 1, Dunhua S Rd, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02sG4800,,,,,,,,,,,,,,,,
新北/基隆,隱寓咖啡,220新北市板橋區漢生東路7號,隱寓咖啡 220新北市板橋區漢生東路7號,ChIJzTl4nfapQjQRPNho38dV0l0,隱寓咖啡,"No. 7號, Hansheng E Rd, Banqiao District, New Taipei City, Taiwan 220",OK,,https://s.openrice.com/cHRSmG26mC800,,,,,,,,,,,,,,,,
台北,王鍋屋酸白菜鍋專門店 一間店一張發票,台北市中正區忠孝東路三段390巷2弄7號1F,王鍋屋酸白菜鍋專門店 一間店一張發票 台北市中正區忠孝東路三段390巷2弄7號1F,ChIJvcriWVSrQjQRCtmJSd7Fye0,Shabu Ong,"110, Taiwan, Taipei City, Xinyi District, Lane 50, Yixian Rd, 20號1樓",OK,,https://s.openrice.com/cHRSm02pdS700,,,,,,,,,,,,,,,,
台北,溫古咖啡,106台北市大安區敦化南路一段160巷16號,溫古咖啡 106台北市大安區敦化南路一段160巷16號,ChIJg0GT19qrQjQRyeR7Na9Vj-Q,"溫古咖啡 Wengucafe（7/27是溫古最後一天營業日,謝謝各位這12年來的支持，我愛你（妳）們，再見了，各位！）","No. 16號, Lane 160, Section 1, Dunhua S Rd, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02R4m300,,,,,,,,,,,,,,,,
台北,GURU HOUSE 台大溫州店,106台北市大安區溫州街74巷5弄3號,GURU HOUSE 台大溫州店 106台北市大安區溫州街74巷5弄3號,ChIJY3i29NypQjQRMWie_rFJrAw,TOUCH WOOD,"No. 3號, Alley 5, Lane 74, Wenzhou St, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02FmC800,,,,,,,,,,,,,,,,
台北,我樂鍋物Garaku Nabe- 基隆路通化一號店,106臺北市大安區基隆路2段150號1樓,我樂鍋物Garaku Nabe- 基隆路通化一號店 106臺北市大安區基隆路2段150號1樓,ChIJES-YP16rQjQR7x7sypH6wPM,Wo Le Hotpot,"No. 150號, Section 2, Keelung Rd, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02SmC800,,,,,,,,,,,,,,,,
台北,瀞天使雲端廚房,台北市信義區松光里忠孝東路五段524巷1弄2號1樓,瀞天使雲端廚房 台北市信義區松光里忠孝東路五段524巷1弄2號1樓,ChIJ4canyWarQjQRmQPUEsDcS8g,CHIN Angel Cloud Kitchen 瀞天使雲端廚房,"No. 2號, Alley 1, Lane 524, Section 5, Zhongxiao E Rd, Xinyi District, Taipei City, Taiwan 110",OK,,https://s.openrice.com/cHRSm02oWK800,,,,,,,,,,,,,,,,
台中,膳馨民間創作料理,台中市西區存中街21號,膳馨民間創作料理 台中市西區存中街21號,ChIJS5F3U6E9aTQRutznLW2_oIg,Shan Shin,"No. 21號, Cunzhong St, West District, Taichung City, Taiwan 403",OK,,https://s.openrice.com/cHRSmW2cD0300,,,,,,,,,,,,,,,,
台北,霸氣食堂,臺北市文山區興隆路1段291號,霸氣食堂 臺北市文山區興隆路1段291號,ChIJqXN8zgSqQjQRvk5cFoqQDNI,霸氣食堂,"No. 291號, Section 1, Xinglong Rd, Wenshan District, Taipei City, Taiwan 116",OK,,https://s.openrice.com/cHRSm02cmW800,,,,,,,,,,,,,,,,
台北,日出炸雞,台北市松山區光復南路13巷5號,日出炸雞 台北市松山區光復南路13巷5號,ChIJf21beiirQjQRtBiSyjPYGIo,TheSquare方閣,"No. 5號, Lane 13, Guangfu S Rd, Songshan District, Taipei City, Taiwan 105",OK,,https://s.openrice.com/cHRSm02dWW800,,,,,,,,,,,,,,,,
台北,Toast-gather （心情吐司）,臺北市中山區農安街2巷20-2號,Toast-gather （心情吐司） 臺北市中山區農安街2巷20-2號,ChIJ2UeABFipQjQRfmbnLEsan4A,心情吐司/創意吐司/厚片帕尼尼/棉花糖厚片/公司下午茶/內用外帶外送/ 下午茶團購/中山區晴光商圈/下午茶外送/Toast-gather,"No. 20-10號, Lane 2, Nong'an St, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm02eGW800,,,,,,,,,,,,,,,,
新北/基隆,樂放音樂餐廳,251新北市淡水區中正路22巷1之1號,樂放音樂餐廳 251新北市淡水區中正路22巷1之1號,ChIJI-yMYNylQjQRoJc6l-FZmG0,樂放音樂展演空間 Le Funky House,"No. 1之1號, Lane 22, Zhongzheng Rd, Tamsui District, New Taipei City, Taiwan 251",OK,,https://s.openrice.com/cHRSmG2fmW800,,,,,,,,,,,,,,,,
台北,AToMic 桌遊主題餐廳,臺北市萬華區貴陽街2段10號,AToMic 桌遊主題餐廳 臺北市萬華區貴陽街2段10號,ChIJP24HckKpQjQRVeoIRrFcevI,AToMic(桌遊/電玩/餐酒/場租)🎆跨年開放預約中,"108, Taiwan, Taipei City, Wanhua District, Section 2, Guiyang St, 49號1樓",OK,,https://s.openrice.com/cHRSm021me800,,,,,,,,,,,,,,,,
台北,川之流龍江店,104台北市中山區龍江路277號,川之流龍江店 104台北市中山區龍江路277號,ChIJS66H_26pQjQR08Jm7q2JiTI,川之流精緻涮涮鍋長安店,"No. 8號, Section 1, Chang'an E Rd, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm02dmm800,,,,,,,,,,,,,,,,
台北,番紅花城土耳其餐廳,10491台北市中山區南京東路二段60號1F2F,番紅花城土耳其餐廳 10491台北市中山區南京東路二段60號1F2F,ChIJJ3Gy3GapQjQRSOjEyP0DdPQ,Safranbolu Turkish Restaurant 蕃紅花城土耳其餐廳,"No. 60號, Section 2, Nanjing E Rd, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm02rHq600,,,,,,,,,,,,,,,,
台北,89 LOOP Sports Bar美式餐酒館,10091台北市中正區羅斯福路四段134號2樓,89 LOOP Sports Bar美式餐酒館 10091台北市中正區羅斯福路四段134號2樓,ChIJedbePJCpQjQRrRcjOMhmHTE,89 Loop Sports Bar,"100, Taiwan, Taipei City, Zhongzheng District, Section 4, Roosevelt Rd, 134號2 樓",OK,,https://s.openrice.com/cHRSm02juK700,,,,,,,,,,,,,,,,
新北/基隆,良師塾人文食飲 Literati cafe,220新北市板橋區府中路29-2號3樓,良師塾人文食飲 Literati cafe 220新北市板橋區府中路29-2號3樓,ChIJd9rH8qcCaDQRAHBgs2dJq4E,Literati cafe,"220, Taiwan, New Taipei City, Banqiao District, Fuzhong Rd, 29-2號3樓",OK,,https://s.openrice.com/cHRSmG2AK4700,,,,,,,,,,,,,,,,
台北,台SOPAR餐酒館,新北市新店區北新路二段121巷6弄9號1樓,台SOPAR餐酒館 新北市新店區北新路二段121巷6弄9號1樓,ChIJlR8INparQjQR91M-uBz1NtA,台SOPAR餐酒館,"No. 36號, Section 4, Civic Blvd, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02LMq700,,,,,,,,,,,,,,,,
台北,我就爛居酒屋,104台北市中山區民生東路二段115巷4號,我就爛居酒屋 104台北市中山區民生東路二段115巷4號,ChIJAd0DIlepQjQRuiSRWXWIFd0,我就爛,"No. 4號, Lane 115, Section 2, Minsheng E Rd, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm02J0u800,,,,,,,,,,,,,,,,
台北,Major Tom 湯姆大調,106臺北市大安區大安路1段51巷17號1樓,Major Tom 湯姆大調 106臺北市大安區大安路1段51巷17號1樓,ChIJZeexnmmrQjQRnuBpup1wXpM,Major Tom 湯姆大調 fusion 酒食,"No. 17號, Lane 51, Section 1, Da'an Rd, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02LGu800,,,,,,,,,,,,,,,,
新北/基隆,泰家鄉,新北市中和區連城路347巷3號,泰家鄉 新北市中和區連城路347巷3號,ChIJTRzCXqQDaDQRyNvhdtr9myw,泰家鄉,"No. 3號, Lane 347, Liancheng Rd, Zhonghe District, New Taipei City, Taiwan 235603",OK,,https://s.openrice.com/cHRSmG2M0u800,,,,,,,,,,,,,,,,
台北,Bar Crouch & Hide 臥藏,106台北市大安區光復南路452號,Bar Crouch & Hide 臥藏 106台北市大安區光復南路452號,ChIJQflQzMerQjQRGlSOjV9_QC0,Bar Crouch & Hide 臥藏,"No. 452號, Guangfu S Rd, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02TGy400,,,,,,,,,,,,,,,,
台北,微醺中山,103台北市大同區重慶北路一段1號2樓,微醺中山 103台北市大同區重慶北路一段1號2樓,ChIJ2TLUxmOpQjQRlsPjR7pI8DY,Tipsy Garden,"103, Taiwan, Taipei City, Datong District, Section 2, Yanping N Rd, 16號2樓",OK,,https://s.openrice.com/cHRSm02ZEK700,,,,,,,,,,,,,,,,
台中,金禾食堂,403台中市西區公正路215號,金禾食堂 403台中市西區公正路215號,ChIJ9cAszGg9aTQRisjgBiJlA0M,金禾食堂 燒咖哩,"403, Taiwan, Taichung City, West District, 公正路215號",OK,,https://s.openrice.com/cHRSmW25fi700,,,,,,,,,,,,,,,,
台北,Lebeer精緻啤酒餐酒館,320桃園市中壢區仁慈路112號7F,Lebeer精緻啤酒餐酒館 320桃園市中壢區仁慈路112號7F,ChIJ2x4b1GmrQjQRukd8iZLakA8,Lebeer東區精釀餐酒館,"No. 50號, Lane 190, Section 1, Dunhua S Rd, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02YH8800,,,,,,,,,,,,,,,,
新北/基隆,老巷弄精緻熱炒,243新北市泰山區明志路三段2號,老巷弄精緻熱炒 243新北市泰山區明志路三段2號,ChIJG1a29QqnQjQRYYB5tb5dazw,老巷弄精緻熱炒,"No. 2號, Section 3, Mingzhi Rd, Taishan District, New Taipei City, Taiwan 243",OK,,https://s.openrice.com/cHRSmG2W1C800,,,,,,,,,,,,,,,,
新北/基隆,Binma AREA 134,104台北市中山區一江街43號,Binma AREA 134 104台北市中山區一江街43號,ChIJvzfSVjSwQjQRWFEaqovDkEw,Binma Area 134,"No. 134號, Section 3, Beixin Rd, Tamsui District, New Taipei City, Taiwan 251",OK,,https://s.openrice.com/cHRSmG2leW700,,,,,,,,,,,,,,,,
台中,橘光呼嚕x背包cat咖啡館,434台中市龍井區藝術街85號,橘光呼嚕x背包cat咖啡館 434台中市龍井區藝術街85號,ChIJ7zpl9YsVaTQRepMBL2JgiDs,橘光呼嚕X背包cat 中途貓咖啡館 |擼貓必訪|吸貓天堂|親子友善|寵物友善|下午茶|輕旅行,"No. 85號, Yishu St, Longjing District, Taichung City, Taiwan 434",OK,,https://s.openrice.com/cHRSmW2TFy300,,,,,,,,,,,,,,,,
台中,川丰居酒屋,40351台中市西區向上北路138號,川丰居酒屋 40351台中市西區向上北路138號,ChIJSV-NCp49aTQRD9L6fD7EH8k,Chuan Feng Izakaya Restaurant,"No. 138號, Xiangshang N Rd, West District, Taichung City, Taiwan 40351",OK,,https://s.openrice.com/cHRSmW2vnK800,,,,,,,,,,,,,,,,
